track_id,track_name,artist_name,genre,energy,danceability,valence,Human_Vibe_Tag,Discovery_Reason,Data_Source
TRK-BESPOKE-0011,Bespoke Track 11,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0012,Bespoke Track 12,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0013,Bespoke Track 13,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0014,Bespoke Track 14,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0015,Bespoke Track 15,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0016,Bespoke Track 16,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0017,Bespoke Track 17,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0018,Bespoke Track 18,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0019,Bespoke Track 19,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0020,Bespoke Track 20,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0021,Bespoke Track 21,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0022,Bespoke Track 22,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0023,Bespoke Track 23,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0024,Bespoke Track 24,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0025,Bespoke Track 25,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0026,Bespoke Track 26,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0027,Bespoke Track 27,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0028,Bespoke Track 28,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0029,Bespoke Track 29,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0030,Bespoke Track 30,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0031,Bespoke Track 31,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0032,Bespoke Track 32,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0033,Bespoke Track 33,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0034,Bespoke Track 34,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0035,Bespoke Track 35,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0036,Bespoke Track 36,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0037,Bespoke Track 37,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0038,Bespoke Track 38,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0039,Bespoke Track 39,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0040,Bespoke Track 40,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0041,Bespoke Track 41,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0042,Bespoke Track 42,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0043,Bespoke Track 43,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0044,Bespoke Track 44,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0045,Bespoke Track 45,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0046,Bespoke Track 46,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0047,Bespoke Track 47,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0048,Bespoke Track 48,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0049,Bespoke Track 49,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0050,Bespoke Track 50,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0051,Bespoke Track 51,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0052,Bespoke Track 52,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0053,Bespoke Track 53,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0054,Bespoke Track 54,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0055,Bespoke Track 55,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0056,Bespoke Track 56,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0057,Bespoke Track 57,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0058,Bespoke Track 58,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0059,Bespoke Track 59,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0060,Bespoke Track 60,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0061,Bespoke Track 61,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0062,Bespoke Track 62,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0063,Bespoke Track 63,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0064,Bespoke Track 64,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0065,Bespoke Track 65,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0066,Bespoke Track 66,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0067,Bespoke Track 67,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0068,Bespoke Track 68,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0069,Bespoke Track 69,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0070,Bespoke Track 70,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0071,Bespoke Track 71,Selected Artist,Pop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0072,Bespoke Track 72,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0073,Bespoke Track 73,Selected Artist,R&B,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-BESPOKE-0074,Bespoke Track 74,Selected Artist,Hip-Hop,0.75,0.75,0.5,Hand-Mapped Vibe,Curated for manual audit phase.,Manual Curation (Bespoke)
TRK-SCALED-0000,Augmented Track 0,Computational Artist 83,R&B,0.61,0.7,0.19,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0001,Augmented Track 1,Computational Artist 192,EDM,0.51,0.64,0.55,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0002,Augmented Track 2,Computational Artist 106,EDM,0.22,0.32,0.47,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0003,Augmented Track 3,Computational Artist 126,R&B,0.64,0.6,0.12,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0004,Augmented Track 4,Computational Artist 28,EDM,0.38,0.61,0.11,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0005,Augmented Track 5,Computational Artist 4,Hip-Hop,0.71,0.81,0.4,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0006,Augmented Track 6,Computational Artist 163,Indie,0.36,0.38,0.13,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0007,Augmented Track 7,Computational Artist 128,Pop,0.76,0.68,0.85,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0008,Augmented Track 8,Computational Artist 136,Pop,0.75,0.61,0.53,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0009,Augmented Track 9,Computational Artist 132,R&B,0.67,0.4,0.46,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0010,Augmented Track 10,Computational Artist 105,Hip-Hop,0.71,0.85,0.53,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0011,Augmented Track 11,Computational Artist 106,Hip-Hop,0.63,0.88,0.33,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0012,Augmented Track 12,Computational Artist 174,Jazz,0.49,0.65,0.17,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0013,Augmented Track 13,Computational Artist 102,R&B,0.62,0.48,0.52,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0014,Augmented Track 14,Computational Artist 115,Pop,0.55,0.79,0.51,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0015,Augmented Track 15,Computational Artist 3,Pop,0.69,0.84,0.52,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0016,Augmented Track 16,Computational Artist 108,Pop,0.79,0.64,0.53,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0017,Augmented Track 17,Computational Artist 25,Jazz,0.25,0.39,0.33,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0018,Augmented Track 18,Computational Artist 122,Jazz,0.3,0.31,0.33,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0019,Augmented Track 19,Computational Artist 56,Jazz,0.56,0.52,0.29,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0020,Augmented Track 20,Computational Artist 169,Folk,0.66,0.39,0.51,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0021,Augmented Track 21,Computational Artist 133,EDM,0.41,0.61,0.41,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0022,Augmented Track 22,Computational Artist 143,Folk,0.58,0.52,0.45,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0023,Augmented Track 23,Computational Artist 128,Folk,0.66,0.48,0.32,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0024,Augmented Track 24,Computational Artist 9,Folk,0.3,0.44,0.46,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0025,Augmented Track 25,Computational Artist 45,R&B,0.52,0.36,0.17,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0026,Augmented Track 26,Computational Artist 18,Folk,0.3,0.64,0.24,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0027,Augmented Track 27,Computational Artist 137,R&B,0.58,0.56,0.25,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0028,Augmented Track 28,Computational Artist 162,Jazz,0.49,0.45,0.52,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0029,Augmented Track 29,Computational Artist 71,Jazz,0.27,0.62,0.17,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0030,Augmented Track 30,Computational Artist 168,Jazz,0.5,0.56,0.38,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0031,Augmented Track 31,Computational Artist 89,EDM,0.39,0.66,0.38,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0032,Augmented Track 32,Computational Artist 165,R&B,0.26,0.41,0.26,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0033,Augmented Track 33,Computational Artist 175,R&B,0.61,0.44,0.12,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0034,Augmented Track 34,Computational Artist 27,Pop,0.81,0.85,0.58,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0035,Augmented Track 35,Computational Artist 108,Jazz,0.53,0.58,0.3,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0036,Augmented Track 36,Computational Artist 151,R&B,0.38,0.61,0.5,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0037,Augmented Track 37,Computational Artist 151,Folk,0.31,0.54,0.17,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0038,Augmented Track 38,Computational Artist 55,Pop,0.79,0.84,0.86,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0039,Augmented Track 39,Computational Artist 116,R&B,0.35,0.54,0.16,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0040,Augmented Track 40,Computational Artist 90,Folk,0.56,0.44,0.33,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0041,Augmented Track 41,Computational Artist 173,Jazz,0.54,0.33,0.22,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0042,Augmented Track 42,Computational Artist 54,Folk,0.39,0.66,0.43,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0043,Augmented Track 43,Computational Artist 97,EDM,0.34,0.62,0.13,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0044,Augmented Track 44,Computational Artist 151,R&B,0.53,0.5,0.22,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0045,Augmented Track 45,Computational Artist 26,Folk,0.37,0.39,0.3,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0046,Augmented Track 46,Computational Artist 95,Folk,0.34,0.48,0.2,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0047,Augmented Track 47,Computational Artist 64,Jazz,0.51,0.61,0.33,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0048,Augmented Track 48,Computational Artist 61,Indie,0.52,0.37,0.59,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0049,Augmented Track 49,Computational Artist 170,EDM,0.3,0.5,0.44,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0050,Augmented Track 50,Computational Artist 18,R&B,0.41,0.61,0.13,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0051,Augmented Track 51,Computational Artist 17,Jazz,0.63,0.33,0.4,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0052,Augmented Track 52,Computational Artist 6,Pop,0.63,0.62,0.85,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0053,Augmented Track 53,Computational Artist 95,Folk,0.34,0.34,0.19,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0054,Augmented Track 54,Computational Artist 70,Jazz,0.32,0.58,0.38,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0055,Augmented Track 55,Computational Artist 71,Jazz,0.54,0.39,0.23,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0056,Augmented Track 56,Computational Artist 51,Pop,0.62,0.69,0.8,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0057,Augmented Track 57,Computational Artist 163,Indie,0.69,0.35,0.25,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0058,Augmented Track 58,Computational Artist 145,EDM,0.68,0.46,0.34,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0059,Augmented Track 59,Computational Artist 89,Pop,0.85,0.67,0.76,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0060,Augmented Track 60,Computational Artist 78,Hip-Hop,0.87,0.72,0.51,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0061,Augmented Track 61,Computational Artist 101,Folk,0.41,0.63,0.11,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0062,Augmented Track 62,Computational Artist 52,Jazz,0.45,0.45,0.42,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0063,Augmented Track 63,Computational Artist 1,Indie,0.22,0.35,0.48,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0064,Augmented Track 64,Computational Artist 183,Hip-Hop,0.77,0.75,0.31,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0065,Augmented Track 65,Computational Artist 41,Indie,0.63,0.61,0.11,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0066,Augmented Track 66,Computational Artist 15,Folk,0.45,0.31,0.19,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0067,Augmented Track 67,Computational Artist 182,Hip-Hop,0.79,0.79,0.42,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0068,Augmented Track 68,Computational Artist 36,Folk,0.59,0.57,0.5,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0069,Augmented Track 69,Computational Artist 76,Folk,0.2,0.43,0.29,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0070,Augmented Track 70,Computational Artist 57,Jazz,0.63,0.55,0.15,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0071,Augmented Track 71,Computational Artist 132,Jazz,0.22,0.67,0.12,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0072,Augmented Track 72,Computational Artist 188,Folk,0.69,0.53,0.12,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0073,Augmented Track 73,Computational Artist 158,Pop,0.6,0.81,0.56,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0074,Augmented Track 74,Computational Artist 89,R&B,0.31,0.46,0.25,Aggressive,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0075,Augmented Track 75,Computational Artist 43,Indie,0.33,0.4,0.11,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0076,Augmented Track 76,Computational Artist 172,Jazz,0.42,0.64,0.57,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0077,Augmented Track 77,Computational Artist 8,Hip-Hop,0.72,0.88,0.53,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0078,Augmented Track 78,Computational Artist 189,Pop,0.61,0.64,0.55,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0079,Augmented Track 79,Computational Artist 90,Pop,0.83,0.68,0.67,Moody,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0080,Augmented Track 80,Computational Artist 10,Indie,0.22,0.44,0.52,Chill,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0081,Augmented Track 81,Computational Artist 172,Indie,0.45,0.44,0.25,Anthemic,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0082,Augmented Track 82,Computational Artist 63,Indie,0.68,0.48,0.39,Dreamy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0083,Augmented Track 83,Computational Artist 48,Pop,0.81,0.85,0.66,Smooth,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
TRK-SCALED-0084,Augmented Track 84,Computational Artist 75,Pop,0.78,0.64,0.79,High Energy,Algorithmically matched via Euclidean distance in vector space.,Spotify API (Augmented)
